Date,Hour,ID,Min,Mean,Max,Count
2021-11-08,09:00,ABEO.FR,14.35,14.728541666666667,15.1,8
2021-11-08,09:00,ABVX.FR,27.15,27.608034013605437,28.2,35
2021-11-08,09:00,ACA.FR,13.18,13.214600297941184,13.27,642
2021-11-08,09:00,ACAN.FR,0.516,0.5243,0.528,5
2021-11-08,09:00,ADUX.FR,2.1999999999999997,2.2,2.2,2
2021-11-08,09:00,ADVIC.FR,9.0,9.04967111111111,9.118400000000001,15
2021-11-08,09:00,AFME.FR,6.0,6.0,6.0,1
2021-11-08,09:00,AIR.FR,113.69200000000001,114.49241313653445,115.32,1638
2021-11-08,09:00,AKOM.FR,2.82,2.82,2.82,1
2021-11-08,09:00,AKW.FR,22.6,23.019856321839082,23.400000000000002,58
2021-11-08,09:00,ASY.FR,30.899999999999995,30.979999999999997,31.0,5
2021-11-08,09:00,ATE.FR,149.1,149.9495098039216,150.7,51
2021-11-08,09:00,AUB.FR,55.8,55.96818181818182,56.3,22
2021-11-08,09:00,AURE.FR,8.838,8.955555555555556,9.0,9
2021-11-08,09:00,AURS.FR,25.5,25.575,25.7,4
2021-11-08,09:00,AVT.FR,0.06259999999999999,0.06309000000000002,0.06328,17
2021-11-08,09:00,BLC.FR,42.3,42.69117647058824,43.0,17
2021-11-08,09:00,BN.FR,56.73,56.948928226836976,57.3,644
2021-11-08,09:00,BON.FR,22.050000000000008,22.24204545454546,22.3,11
2021-11-08,09:00,BUDBS.FR,0.034,0.034,0.034,1
2021-11-08,09:00,CAFO.FR,15.599999999999998,15.616666666666665,15.65,3
2021-11-08,09:00,CAP.FR,209.6,211.1300802120956,212.2,325
2021-11-08,09:00,CAPLI.FR,24.7,24.7,24.7,1
2021-11-08,09:00,CARM.FR,13.4,13.49281055127209,13.54,39
2021-11-08,09:00,CBOT.FR,3.7199999999999993,3.7350000000000003,3.75,10
2021-11-08,09:00,CBSM.FR,9.7,9.7,9.7,1
2021-11-08,09:00,CDA.FR,15.98,16.11356756756756,16.3,74
2021-11-08,09:00,CEN.FR,67.0,67.325,67.5,4
2021-11-08,09:00,CGG.FR,0.6842,0.6914003327605179,0.6992500000000001,243
2021-11-08,09:00,CGGBS.FR,0.0062,0.0062,0.0062,2
2021-11-08,09:00,CGM.FR,25.0,25.218750000000004,25.4,8
2021-11-08,09:00,CNV.FR,7.3,7.366666666666667,7.4,3
2021-11-08,09:00,COH.FR,1.87,1.87,1.87,1
2021-11-08,09:00,COM.FR,11.65,11.690625,11.899999999999999,8
2021-11-08,09:00,COVH.FR,16.2,16.304166666666664,16.4,8
2021-11-08,09:00,COX.FR,3.160370370370369,3.1692592592592588,3.175,13
2021-11-08,09:00,CS.FR,25.255,25.356686454192648,25.455,867
2021-11-08,09:00,DBG.FR,10.299999999999999,10.400408496732025,10.47,51
2021-11-08,09:00,DLTA.FR,89.575,90.4575,91.89999999999999,10
2021-11-08,09:00,DVT.FR,167.70000000000002,168.25,168.5,10
2021-11-08,09:00,EC.FR,137.5,137.9,138.0,5
2021-11-08,09:00,ECP.FR,0.7800000000000001,0.7837500000000001,0.793,4
2021-11-08,09:00,ELEC.FR,117.0,117.0,117.0,1
2021-11-08,09:00,ELIOR.FR,6.535,6.590836622807019,6.655,76
2021-11-08,09:00,ELIS.FR,16.46,16.541043329983875,16.59,123
2021-11-08,09:00,ENGI.FR,12.758,12.8242156785365,12.909714285714283,733
2021-11-08,09:00,ES.FR,14.349999999999996,14.454166666666667,14.6,12
2021-11-08,09:00,ESI.FR,69.8,69.86666666666667,70.0,3
2021-11-08,09:00,ETL.FR,12.53,12.601943319585056,12.675,127
2021-11-08,09:00,FATL.FR,43.6,43.6,43.6,1
2021-11-08,09:00,FDJ.FR,45.07,45.25044155140677,45.45,148
2021-11-08,09:00,FGR.FR,92.78,93.60266065864525,94.1,388
2021-11-08,09:00,FNAC.FR,57.35,57.7054435483871,57.95000000000001,31
2021-11-08,09:00,FPG.FR,0.552,0.554,0.556,2
2021-11-08,09:00,FPN.FR,0.036866666666666666,0.037477777777777777,0.0378,6
2021-11-08,09:00,GENX.FR,9.0,9.01,9.04,4
2021-11-08,09:00,GLO.FR,19.56,19.71065934065934,19.84,26
2021-11-08,09:00,GNFT.FR,3.0944,3.1389445714285706,3.16,25
2021-11-08,09:00,GPE.FR,30.0,30.0,30.0,1
2021-11-08,09:00,GRVO.FR,130.10256410256412,130.85897435897436,131.0,17
2021-11-08,09:00,GUI.FR,14.28,14.527826551226553,14.84,105
2021-11-08,09:00,GV.FR,0.36273000000000005,0.3676276449275362,0.37833333333333335,46
2021-11-08,09:00,HEXA.FR,42.2,42.521874999999994,42.7,12
2021-11-08,09:00,HOLN.FR,44.599999999999966,44.84738095238096,45.01,21
2021-11-08,09:00,IGE.FR,262.0,262.0,262.0,1
2021-11-08,09:00,INEA.FR,44.2,44.2,44.2,1
2021-11-08,09:00,IPH.FR,4.757666666666666,4.787667958459979,4.823,56
2021-11-08,09:00,IPS.FR,41.65,41.84861111111111,42.05,18
2021-11-08,09:00,IRD.FR,25.205,25.205,25.205,1
2021-11-08,09:00,JBOG.FR,12.05,12.05,12.05,2
2021-11-08,09:00,KORI.FR,29.6,29.70037429595494,29.88,62
2021-11-08,09:00,LACR.FR,37.0,37.3,37.8,5
2021-11-08,09:00,LAT.FR,0.5039999999999997,0.5090357142857141,0.5115000000000001,14
2021-11-08,09:00,LBIRD.FR,20.0,20.144444444444446,20.3,9
2021-11-08,09:00,LBON.FR,80.6,80.6,80.6,1
2021-11-08,09:00,LI.FR,22.17,22.364711711702427,22.54,196
2021-11-08,09:00,LOCAL.FR,1.3102,1.316229259259259,1.3299999999999987,27
2021-11-08,09:00,LSS.FR,36.45,36.68519607843137,37.100000000000016,17
2021-11-08,09:00,LUCBS.FR,0.0325,0.0325,0.0325,1
2021-11-08,09:00,MAAT.FR,13.5,13.611944444444447,13.875,75
2021-11-08,09:00,MBWS.FR,1.4,1.41625,1.4250000000000005,8
2021-11-08,09:00,MCPHY.FR,22.74,23.101337975441744,23.44,106
2021-11-08,09:00,MDM.FR,20.18,20.319953703703707,20.46,72
2021-11-08,09:00,MTU.FR,29.45,29.555555555555557,29.75,9
2021-11-08,09:00,NEX.FR,86.85000000000001,87.86931034482761,88.5,58
2021-11-08,09:00,NHOA.FR,19.6,19.82,19.94,3
2021-11-08,09:00,NK.FR,37.3,37.612570788530455,37.84,108
2021-11-08,09:00,NOKIA.FR,5.04,5.088450537634407,5.118,62
2021-11-08,09:00,ORAP.FR,5.99,5.9925,6.0,4
2021-11-08,09:00,ORP.FR,94.21199999999999,94.43953317794775,94.84,134
2021-11-08,09:00,PAR.FR,55.5,55.5,55.5,1
2021-11-08,09:00,PAT.FR,17.0,17.0,17.0,3
2021-11-08,09:00,PERR.FR,84.0,84.0,84.0,2
2021-11-08,09:00,PEUG.FR,130.08888888888882,130.50740740740738,130.8,12
2021-11-08,09:00,PIG.FR,5.14,5.1433333333333335,5.15,3
2021-11-08,09:00,POM.FR,23.42,23.517794117647057,23.8,34
2021-11-08,09:00,PREC.FR,34.0,34.138333333333335,34.21,3
2021-11-08,09:00,PROAC.FR,0.158,0.1615,0.165,2
2021-11-08,09:00,PSAT.FR,6.5,6.5,6.5,1
2021-11-08,09:00,QDT.FR,21.3,21.392386363636362,21.54,44
2021-11-08,09:00,RE.FR,135.0,135.38888888888889,136.0,3
2021-11-08,09:00,RF.FR,79.2,79.33125,79.45,36
2021-11-08,09:00,RIN.FR,57.6,58.167391304347824,58.69999999999999,46
2021-11-08,09:00,ROTH.FR,39.5,39.70233870967743,39.910000000000004,31
2021-11-08,09:00,SAMS.FR,204.0,204.0,204.0,1
2021-11-08,09:00,SBT.FR,13.32,13.340000000000002,13.36,3
2021-11-08,09:00,SEV.FR,19.684999999999974,19.704903225806454,19.72,31
2021-11-08,09:00,SFPI.FR,3.63,3.7845370370370364,3.85,72
2021-11-08,09:00,TBGBS.FR,0.024,0.024,0.024000000000000004,4
2021-11-08,09:00,TCH.FR,2.64,2.654686363636364,2.682,44
2021-11-08,09:00,TEP.FR,345.59166666666664,348.5191442300198,352.2,611
2021-11-08,09:00,TFI.FR,8.9,8.943958333333331,8.98,66
2021-11-08,09:00,TOUP.FR,7.9399999999999995,7.9399999999999995,7.94,4
2021-11-08,09:00,TRI.FR,163.79999999999998,165.11461038961036,166.5,98
2021-11-08,09:00,UBI.FR,46.68,46.87404992063494,47.14,200
2021-11-08,09:00,UFF.FR,18.0,18.0825,18.2,5
2021-11-08,09:00,VCT.FR,38.4,38.6575,38.8,40
2021-11-08,09:00,VIL.FR,5.84,5.866999999999999,5.88,5
2021-11-08,09:00,VK.FR,7.035,7.1590953993513,7.24,254
2021-11-08,09:00,VMGBS.FR,0.00475,0.00475,0.00475,1
2021-11-08,09:00,VRAP.FR,17.8,17.93611111111111,18.0,6
2021-11-08,09:00,XFAB.FR,9.63,9.743858826358826,9.83,66
2021-11-08,10:00,AAA.FR,11.700000000000001,11.700000000000001,11.700000000000001,1
2021-11-08,10:00,ABEO.FR,14.6,14.6,14.6,1
2021-11-08,10:00,ABVX.FR,27.149999999999995,27.39356060606061,27.6,11
2021-11-08,10:00,ACA.FR,13.238,13.310903927018986,13.358,539
2021-11-08,10:00,ADUX.FR,2.143333333333333,2.1694444444444443,2.1950000000000003,3
2021-11-08,10:00,ADVIC.FR,9.0,9.018888888888888,9.05,6
2021-11-08,10:00,AFME.FR,6.07,6.08,6.09,2
2021-11-08,10:00,AIR.FR,114.5,114.92081301484978,115.3,946
2021-11-08,10:00,AKW.FR,22.8,22.905555555555555,23.0,9
2021-11-08,10:00,ASY.FR,31.0,31.0,31.0,1
2021-11-08,10:00,ATE.FR,149.1,149.87777777777777,150.5,27
2021-11-08,10:00,AUB.FR,55.9,56.68396739130436,57.5,23
2021-11-08,10:00,AURE.FR,8.82,8.906666666666666,9.0,3
2021-11-08,10:00,AURS.FR,25.0,25.264102564102565,25.6,13
2021-11-08,10:00,AVT.FR,0.06284999999999999,0.06390714285714286,0.0649,7
2021-11-08,10:00,BLC.FR,42.3,42.4,42.5,5
2021-11-08,10:00,BN.FR,56.69,56.7643886221547,56.96,364
2021-11-08,10:00,BON.FR,22.25,22.25,22.25,1
2021-11-08,10:00,BUDBS.FR,0.032,0.032,0.032,1
2021-11-08,10:00,CAFO.FR,15.575,15.6,15.625,2
2021-11-08,10:00,CAP.FR,210.79999999999998,211.4648351648352,212.20000000000002,182
2021-11-08,10:00,CARM.FR,13.5,13.537647058823527,13.58,17
2021-11-08,10:00,CBOT.FR,3.73,3.736666666666667,3.74,3
